,Emotion,text_de,Text
7073,fear,"Mein Vater hat mir Geld für das Schulgeld gegeben und ich habe kein Schulgeld bezahlt, stattdessen habe ich es für Bier ausgegeben und ihm nichts davon erzählt.",My father gave me money for school fees and I didn't pay school fees instead I spent it on beer and did not tell him about this.
7074,anger,Es sieht gar nicht gut aus., It doesn't look good at all . 
7075,anger,"Huch! Du machst Witze, oder ? Ich kann es nicht glauben. Kein Wunder, dass er in letzter Zeit so gestresst und herrisch ist. Ich dachte, er würde nur ostentativ sein, indem er Leuten und all den verschiedenen Abteilungen Befehle erteilte. Was für große Schuhe zu füllen!"," Yikes ! you are joking , right ? I can't believe it . No wonder he is so stressed and bossy lately . I thought he was just being ostentatious by giving orders to people and all the different departments . What big shoes to fill ! "
7076,anger,Lili wurde wütend.,Lili was getting exasperated . 
7077,neutral,"Anfangs stand sie ihr ziemlich kritisch gegenüber, aber jetzt, da sie seit einigen Jahren verheiratet sind, beginnt sie, die Tatsache zu akzeptieren, dass sich mein Vater von meiner Mutter scheiden ließ."," at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . "
7078,sadness,"Ich führte ein Ferngespräch mit Leuten, die mir ziemlich nahe standen, und dachte an den traurigen Vorfall, der ihnen in der nahen Vergangenheit widerfahren war; Ich wusste, dass sie auch daran dachten, als ich anrief.",I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.
7079,fear,"Ein Sturz beim Aufstieg, fast ohne Vorkenntnisse.","A fall during a climb, with almost with no previous experience."
7080,neutral,"Klar, ich habe einen Nebenjob als Barkeeper."," sure , I have a part-time job as a bartender . "
7081,neutral,Versuchen Sie es mit mir., Try me . 
7082,neutral,Was ?, What ? 
7083,anger,"Was dachtest du, was du tust?", What did you think you were doing ? 
7084,joy,"Und denken Sie daran, wie bei allen unseren Angeboten garantieren wir Ihnen, Ihr Geld zurückzuerstatten, wenn Sie mit Ihrem Kauf nicht zufrieden sind.","And , remember , as with all our offers , we guarantee to refund your money if you 're not delighted with your purchase . "
7085,anger,Ich bringe sie auf jeden Fall vor Gericht., I ’ m definitely taking them to court . 
7086,fear,"Hassen Schlangen so sehr, dass ich sie nicht einmal im Fernsehen sehen kann",Hate snakes so much can't even watch them on tv 
7087,anger,"Hallo Gary, was ist passiert? Ich habe im Theater auf dich gewartet. Warum hast du mich dort nicht getroffen?"," Hi , Gary , what happened ? I was waiting for you at the theater . Why didn ’ t you meet me there ? "
7088,fear,"`Ich mache mir keine großen Sorgen, wenn Spieler nicht treffen, aber man kann einfach nicht herumlaufen.","` I 'm not particularly worried if players don't score , but you just can't stroll around . "
7089,sadness,Als sich meine Eltern scheiden ließen.,When my parents got divorced.
7090,neutral,Stände., Stalls . 
7091,anger,Die EG war wütend.,The EC was infuriated . 
7092,fear,"Ich wollte mit einem Mädchen in Kontakt treten, das ich liebte, aber ich hatte Angst, dass sie mich ablehnen würde.","I wanted to get in contact with a girl I loved, but I was afraid she would refuse me."
7093,anger,"Als meine Eltern mich zu einem nahegelegenen Ort fuhren und sofort nach Hause gingen, anstatt ein paar Stunden zu warten. Sie hätten leicht warten können.",When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.
7094,anger,"Ich glaube, er hatte es eilig und war sauer, dass er aufgehalten wurde“, sagte ein Augenzeuge.","I think he was in a hurry and was cross about being stopped , "" said an eyewitness . "
7095,joy,"wow, das ist toll, ich freue mich für dich :)","wow, thats amazing, i am happy for you :)"
7096,joy,Das ist wunderbar !, That's wonderful ! 
7097,anger,"Es war im März 1985, als sich einer meiner Kommilitonen meine Armbanduhr auslieh und nach einiger Zeit ein Glas dieser Uhr zerbrach.",It was in March 1985 when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch I got angry when he was telling me but the anger didn't take long to fade.
7098,fear,@iHoldDownBoogie Lol Kein DRoss ist hier! (Heldenstimme),@iHoldDownBoogie Lol Have No DRoss Is Here! (Hero Voice)
7099,joy,"Ja, eigentlich ist es mein zweiter Besuch. Ich war letzten Oktober dort."," Yes , actually it ’ s my second visit . I was there last October . "
7100,neutral,Es ist ?, It is ? 
7101,joy,"„Estelles Freude an Thomas hat deine Mutter sehr glücklich gemacht“, erinnerte sich Ashley, während ihr Kopf an seiner Brust ruhte.","` Estelle 's delight in Thomas made your mother very happy , "" Ashley recalled , her head resting against his chest . "
7102,fear,"Nachdem ich bei einem Unfall aus einem Auto geschleudert wurde, kam es zu einem Bruch.","After I was thrown out of a car in an accident, this resulted in a fracture."
7103,fear,"Ich habe in einem Studentenwohnheim gewohnt, wo du mit einem Kommilitonen die Toilette und die Dusche geteilt hast. die duschkabine bildete die verbindung zwischen den beiden wohnungen. Mein Nachbar war sehr oft betrunken und aggressiv. Eines Nachts hatte ich Angst, dass er mein Zimmer betreten würde.","I lived in a student-house, where you shared the lavatory and shower with a fellow student. the shower cubicle formed the connection between both appartments. My neighbour very often was drunk and aggressive. One night, I was afraid that he would enter my room."
7104,fear,"„Ehrlich gesagt geht es mir mehr um einen guten Schlaf“, sagt eine schwangere Frau, die Vollzeit in einem anspruchsvollen Job arbeitet.","` To be honest , I 'm more concerned about getting a good night 's sleep , "" says a pregnant woman , who 's working full-time at a demanding job . "
7105,fear,Das Herausfinden von Menschen kann aus sozialen Gründen verrückt werden.,Finding out about people can go mad for social reasons.
7106,sadness,"Als ich merkte, dass ich viele Dinge aus meiner Vorbildung mache.",When I noticed that I do many things to the pregiudice of myself.
7107,sadness,"Als sie mir erzählten, dass mein Großvater ziemlich krank war.",When they told me that my grandfather was rather ill.
7108,fear,Angst bei der Erfüllung meiner Verpflichtungen bei meinem ersten nächtlichen Ermüdungsdienst als Soldat.,Fear when fulfilling my obligations on my first night fatigue duty as a soldier.
7109,joy,Im Sommer genieße ich den Strand sehr., I really enjoy the beach in the summer . 
7110,joy,"Ich war glücklich zu hören, dass meine Schwester einen Preis bei einem Laufwettbewerb gewonnen hatte.",I was happy to hear that my sister had won a prize at running competition.
7111,sadness,"Also wurde ich sehr, sehr deprimiert und sagte nur zu den Beamten: `Verbinden Sie mich in meiner Zelle und lassen Sie mich in Ruhe.","So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alone . "
7112,fear,"Als ich im Herbst 1984 vom Manager des Hotels, in dem ich arbeitete, gerügt wurde.",When I was reprimanded by the manager of the hotel where I worked during Autumn 1984.
7113,neutral,Bonjour !,Bonjour ! 
7114,sadness,"Entschuldigung, Liebling, ich habe es vergessen."," Sorry , darling , I forgot . "
7115,fear,"@Ginza1986 @Smitty_bhoy Haha, ich mag es nicht, diesen Bären nüchtern zu sehen",@Ginza1986 @Smitty_bhoy Haha i don't like seeing that bear sober 
7116,joy,"Mein Sohn wurde für die Aufnahme in die erste Klasse der Grundschule angemeldet. Die Chance, dort einen Platz zu bekommen, lag bei 1/10. Zwei Wochen später wurde mir mitgeteilt, dass er eingeschrieben war.",My son was registered to get admission in grade one of the         primary school.  The chances of him getting a place there was 1/10.  Two weeks later I was informed that he had been enrolled.
7117,neutral,"Jenny, komm und hilf, wir müssen noch mehr Essen zubereiten."," Jenny , come and help , we need to prepare more food . "
7118,neutral,Wie geht es dir ?,How are you ? 
7119,sadness,"Nochmals, ich entschuldige mich für die Unannehmlichkeiten."," Again , I do apologize for the inconvenience . "
7120,sadness,"Verzeihung . Es ist die kleinste Größe, die wir haben.", Sorry . It is the smallest size we have . 
7121,neutral,Wie war es ?, How was it ? 
7122,sadness,Ihre Schultern waren herabgesunken und sie ging langsam und sah deprimiert aus.,"Her shoulders were slumped and she was walking slowly , looking depressed . "
7123,sadness,"Es tut mir leid, aber ich kenne diesen Namen nicht. Sie müssen die falsche Nummer haben."," I'm sorry , but I don't know that name . You must have the wrong number . "
7124,joy,"Sicher, ein Versprechen ist ein Versprechen."," Sure , a promise is a promise . "
7125,anger,"An der Schullehrerin dafür, dass wir bei einer Klassenfahrt ins Ausland an Silvester nicht ausgehen dürfen.",At school teacher for not allowing us to go out on New Year's Eve when on a class trip overseas.
7126,fear,"Etwas ähnliches fühlte ich, als ich sah, dass auf der Terrasse der Wohnung ein Mann stand.",I felt something close to that when I saw that there was a man on the terrace of the flat.
7127,neutral,Kaufen Sie oft Zeitschriften?,Do you often buy magazines ? 
7128,fear,"Ich habe keine Angst vor morgen, denn ich habe gestern gesehen und liebe heute weniger","I Am not afraid of tomorrow, for I have seen yesterday and I love today less"
7129,neutral,Gut ., Good . 
7130,joy,"Beeindruckend ! Ich kann nicht glauben, dass ich hier stehe!",Wow ! I can't believe I'm standing here ! 
7131,anger,"Wie könnte ich anders, als ihr zu folgen? Die Fluktuation des Dollars bringt mein Unternehmen um! Die Wechselkurse fressen unsere Gewinne, und wir können nichts dagegen tun."," How could I help but follow it ? The fluctuation of dollar is killing my company ! The exchange rates are eating into our profits , and we can't do anything about it . "
7132,joy,"Die Nacht mit engen Freunden verbringen, nachdem ich eine Weile weg war (außerhalb von Nijmegen).","Spending the nitht with close friends, after being away (out of Nijmegen) for a while."
7133,fear,"Darin ähnelte er Bonamy Dobre in Leeds, der mit größter Bestürzung reagierte, als sein Lieblingsstudent Robin Skelton seine Verlobung mit einem Kommilitonen ankündigte.","In this he resembled Bonamy Dobre at Leeds , who reacted with the utmost dismay when his pet student , Robin Skelton , announced his engagement to a fellow-student . "
7134,sadness,"Als mein Vater eingesperrt wurde, weil er das Haus seines jüngeren Bruders niedergebrannt hatte.",When my father was imprisoned for burning the house of his younger brother.
7135,sadness,"Ich glaube, es blutet.", I think it's bleeding . 
7136,sadness,"Nahestehende Menschen und Tiere zu verlieren. Bisher habe ich mich am meisten gefühlt, als wir unseren Hund bei einem Verkehrsunfall verloren haben.","Losing close people and animals. So far, I've felt most when losing our dog in a traffic accident."
7137,joy,Erste öffentliche Rede.,First public speaking.
7138,neutral,Richtig ., Right . 
7139,neutral,"nicht nur Berufserfahrung. Ich würde sagen, die größte Lektion, die ich gelernt habe, ist der Umgang mit Menschen aus allen Gesellschaftsschichten.", not just working experience . I would say the biggest lesson I learned is how to deal with people from all walks of life . 
7140,joy,Im Moment gibt es nichts Gutes.Lass uns etwas anderes machen.Möchtest du in ein Konzert gehen?, There is nothing good at the moment.Let ' s do something different.Would you like to go to a concert ? 
7141,joy,"Von einer Person eingeladen zu werden, der ich näher kommen wollte. Er rief an und lud mich ein, am nächsten Abend mit ihm auszugehen.",Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.
